loan_id,customer_id,loan_amnt,term,int_rate,installment,grade,sub_grade,purpose,issue_d
485012,204146,1600.0, 36 months,7.35,49.66,A,A4,credit_card,2018-02-01
830546,687427,35000.0, 36 months,11.55,1155.0,B,B4,house,2018-08-01
1146129,602610,21600.0, 60 months,8.67,444.93,B,B1,debt_consolidation,2014-11-01
1123530,639498,21000.0, 36 months,8.67,664.58,B,B1,debt_consolidation,2014-12-01
1586477,492508,38400.0, 36 months,9.92,1237.62,B,B2,debt_consolidation,2018-04-01
520894,478521,10000.0, 36 months,15.05,346.9,C,C4,debt_consolidation,2018-01-01
127933,78337,21000.0, 36 months,6.24,641.15,A,A2,debt_consolidation,2015-10-01
521982,137554,20000.0, 36 months,6.72,614.99,A,A3,debt_consolidation,2018-01-01
80866,503686,13350.0, 60 months,12.29,298.93,C,C1,credit_card,2015-11-01
1459079,381489,15000.0, 36 months,15.02,520.13,C,C3,debt_consolidation,2018-10-01
1768501,516290,22000.0, 36 months,13.67,748.39,B,B5,debt_consolidation,2013-11-01
812495,59336,10000.0, 36 months,16.14,352.27,C,C4,credit_card,2018-08-01
1817979,610149,32875.0, 60 months,21.15,892.16,E,E2,debt_consolidation,2013-08-01
931103,652277,21500.0, 36 months,5.32,647.47,A,A1,small_business,2017-05-01
348855,474429,29575.0, 36 months,17.86,1067.14,D,D5,debt_consolidation,2015-03-01
1021192,170549,6775.0, 36 months,24.99,269.34,F,F3,debt_consolidation,2016-03-01
265070,576840,9000.0, 36 months,6.24,274.78,A,A2,debt_consolidation,2015-06-01
2011907,323775,6400.0, 36 months,8.99,203.49,B,B1,car,2016-07-01
959490,175529,8800.0, 36 months,17.99,318.1,D,D2,credit_card,2017-04-01
1382690,302585,9000.0, 36 months,7.56,280.21,A,A3,debt_consolidation,2018-12-01
2257378,313566,6500.0, 36 months,9.49,208.19,B,B2,debt_consolidation,2016-10-01
1711348,68364,8400.0, 36 months,22.74,324.03,E,E1,debt_consolidation,2017-02-01
2177130,577402,16000.0, 36 months,8.24,503.16,B,B1,credit_card,2016-12-01
2066672,418153,16000.0, 36 months,15.05,555.04,C,C4,debt_consolidation,2017-12-01
1956040,674512,14000.0, 36 months,16.99,499.07,D,D1,other,2016-09-01
923963,477627,18000.0, 36 months,9.93,580.22,B,B2,debt_consolidation,2017-05-01
553059,119902,10000.0, 36 months,25.82,401.95,E,E4,home_improvement,2017-09-01
2063160,94717,30000.0, 36 months,11.99,996.29,B,B5,debt_consolidation,2017-12-01
1243873,558247,21000.0, 36 months,7.69,655.07,A,A4,debt_consolidation,2014-07-01
2224120,506127,12450.0, 36 months,11.49,410.5,B,B5,credit_card,2016-11-01
232851,526064,13000.0, 36 months,12.29,433.59,C,C1,credit_card,2015-07-01
2213408,410845,8000.0, 36 months,7.49,248.82,A,A4,credit_card,2016-11-01
1119523,359971,22400.0, 60 months,12.99,509.56,C,C2,debt_consolidation,2014-12-01
979495,246339,7000.0, 36 months,13.99,239.21,C,C3,debt_consolidation,2017-04-01
730472,651740,35000.0, 60 months,20.75,941.96,E,E2,debt_consolidation,2016-04-01
1434054,189774,2000.0, 36 months,19.92,74.25,D,D3,house,2018-11-01
331969,391729,16625.0, 36 months,19.52,613.79,E,E3,debt_consolidation,2015-04-01
1305389,148466,24800.0, 60 months,15.61,597.97,C,C5,debt_consolidation,2014-03-01
1591285,112006,35000.0, 36 months,10.9,1144.2,B,B4,debt_consolidation,2018-04-01
1384982,16298,4000.0, 36 months,15.02,138.71,C,C3,home_improvement,2018-12-01
160893,333465,21000.0, 60 months,24.99,616.26,F,F4,debt_consolidation,2015-09-01
563408,653580,2000.0, 36 months,24.85,79.37,E,E3,other,2017-09-01
577241,575624,10000.0, 36 months,10.42,324.65,B,B3,debt_consolidation,2017-08-01
967980,501675,3000.0, 36 months,14.99,103.99,C,C4,home_improvement,2017-04-01
1443590,233482,7500.0, 36 months,10.47,243.67,B,B2,debt_consolidation,2018-10-01
4584,314975,1000.0, 36 months,9.8,32.18,B,B3,major_purchase,2015-12-01
291965,315219,3200.0, 36 months,13.99,109.36,C,C4,debt_consolidation,2015-05-01
368689,200529,6400.0, 36 months,11.53,211.14,B,B5,debt_consolidation,2015-02-01
797150,426018,12000.0, 60 months,15.02,285.61,C,C3,debt_consolidation,2018-08-01
2090069,657188,35000.0, 60 months,14.08,815.85,C,C3,debt_consolidation,2017-11-01
1464172,204425,16000.0, 60 months,22.35,445.1,D,D5,credit_card,2018-10-01
474556,110793,10500.0, 36 months,11.99,348.71,B,B5,credit_card,2018-02-01
1589214,629356,40000.0, 36 months,10.9,1307.66,B,B4,debt_consolidation,2018-04-01
1434911,652061,40000.0, 60 months,10.47,859.17,B,B2,major_purchase,2018-10-01
383279,599110,5000.0, 36 months,11.44,164.74,B,B4,credit_card,2015-02-01
728176,84144,35000.0, 36 months,13.67,1190.62,C,C3,credit_card,2016-04-01
474744,435616,17500.0, 36 months,10.42,568.14,B,B3,credit_card,2018-02-01
1737686,88529,25000.0, 36 months,13.49,848.27,C,C2,debt_consolidation,2017-01-01
310048,342675,10000.0, 36 months,13.33,338.54,C,C3,credit_card,2015-04-01
1695432,350837,15000.0, 60 months,13.99,348.95,C,C3,credit_card,2017-02-01
2153142,241038,12000.0, 36 months,10.42,389.58,B,B3,debt_consolidation,2017-10-01
420533,414943,14000.0, 60 months,19.99,370.84,E,E3,debt_consolidation,2015-01-01
890030,342977,15000.0, 36 months,7.97,469.84,A,A5,other,2017-06-01
1309602,629983,10000.0, 36 months,14.16,342.56,C,C2,debt_consolidation,2014-03-01
1674123,657873,4200.0, 36 months,12.74,140.99,C,C1,debt_consolidation,2017-03-01
391369,432743,20000.0, 60 months,14.99,475.7,C,C5,debt_consolidation,2015-01-01
244781,125380,5000.0, 36 months,12.29,166.77,C,C1,other,2015-06-01
1799481,342270,12000.0, 36 months,11.55,396.0,B,B3,debt_consolidation,2013-09-01
843930,353723,5000.0, 36 months,16.91,178.04,C,C5,small_business,2018-07-01
1663063,428917,7525.0, 36 months,12.74,252.61,C,C1,credit_card,2017-03-01
987594,316345,5000.0, 36 months,19.99,185.8,E,E1,credit_card,2016-03-01
2031064,35553,12000.0, 36 months,8.99,381.55,B,B1,debt_consolidation,2016-07-01
783585,466544,10000.0, 36 months,20.89,376.19,D,D4,debt_consolidation,2018-09-01
1139654,617446,8000.0, 36 months,12.39,267.21,C,C1,debt_consolidation,2014-11-01
344021,501271,10800.0, 60 months,12.29,241.83,C,C1,credit_card,2015-03-01
208806,479208,10000.0, 60 months,12.69,225.95,C,C2,major_purchase,2015-07-01
2120630,576569,10000.0, 36 months,10.91,326.97,B,B4,debt_consolidation,2017-10-01
307055,497542,15000.0, 36 months,12.29,500.3,C,C1,credit_card,2015-04-01
1867662,271156,9750.0, 36 months,15.31,339.47,C,C2,debt_consolidation,2013-03-01
943462,545370,17500.0, 36 months,9.93,564.11,B,B2,credit_card,2017-05-01
1771362,47886,8000.0, 36 months,15.1,277.72,C,C2,debt_consolidation,2013-11-01
1186423,232130,3000.0, 36 months,15.61,104.9,D,D1,debt_consolidation,2014-10-01
1416597,359107,10000.0, 60 months,16.14,243.93,C,C4,debt_consolidation,2018-11-01
1883888,234114,8000.0, 36 months,18.49,291.19,D,D2,credit_card,2013-01-01
855239,78764,30000.0, 36 months,15.02,1040.26,C,C3,debt_consolidation,2018-07-01
1619071,403391,8400.0, 36 months,6.03,255.66,A,A1,debt_consolidation,2011-09-01
775891,111889,20000.0, 36 months,7.84,625.26,A,A4,credit_card,2018-09-01
106383,481759,22000.0, 60 months,12.69,497.09,C,C2,major_purchase,2015-10-01
786012,1414,15000.0, 36 months,6.67,460.9,A,A2,credit_card,2018-09-01
273956,477281,8400.0, 36 months,14.65,289.76,C,C5,small_business,2015-06-01
2013397,557627,20000.0, 60 months,13.49,460.1,C,C2,debt_consolidation,2016-07-01
154080,78148,16000.0, 36 months,11.53,527.85,B,B5,credit_card,2015-09-01
1895725,358129,10000.0, 60 months,18.49,256.61,D,D2,other,2012-11-01
588459,546356,24000.0, 36 months,7.97,751.75,A,A5,debt_consolidation,2017-08-01
575551,399754,25000.0, 36 months,9.44,800.13,B,B1,debt_consolidation,2017-08-01
2062658,94794,28000.0, 36 months,15.05,971.32,C,C4,credit_card,2017-12-01
1605119,235565,10225.0, 36 months,5.31,307.88,A,A1,other,2018-04-01
1388851,230550,15000.0, 60 months,26.31,451.87,E,E4,debt_consolidation,2018-12-01
1121255,358455,15000.0, 36 months,17.14,535.84,D,D4,other,2014-12-01
2233160,545283,20000.0, 36 months,17.99,722.95,D,D2,debt_consolidation,2016-10-01
1644322,263073,12000.0, 36 months,14.96,415.76,D,D2,credit_card,2010-02-01
625181,385455,2400.0, 36 months,15.05,83.26,C,C4,home_improvement,2017-07-01
2167604,399740,6400.0, 36 months,14.99,221.83,C,C4,credit_card,2016-12-01
142769,619860,35000.0, 36 months,7.89,1095.0,A,A5,credit_card,2015-09-01
931218,65089,25000.0, 60 months,9.44,524.32,B,B1,debt_consolidation,2017-05-01
841815,366555,20000.0, 36 months,7.21,619.47,A,A3,debt_consolidation,2018-07-01
223364,375613,8000.0, 36 months,8.18,251.36,B,B1,debt_consolidation,2015-07-01
2119938,316257,4500.0, 36 months,18.06,162.83,D,D2,credit_card,2017-10-01
70881,301875,5400.0, 36 months,22.99,209.01,F,F2,debt_consolidation,2015-11-01
1247197,111536,26000.0, 36 months,9.17,828.86,B,B1,debt_consolidation,2014-07-01
1110432,670335,5000.0, 36 months,10.78,163.18,B,B4,credit_card,2016-01-01
270265,604371,12000.0, 36 months,16.99,427.78,D,D3,debt_consolidation,2015-06-01
1237856,161799,15000.0, 36 months,15.61,524.48,D,D1,home_improvement,2014-07-01
182050,191699,9700.0, 36 months,14.65,334.6,C,C5,home_improvement,2015-08-01
757768,575041,6050.0, 36 months,6.11,184.36,A,A1,debt_consolidation,2018-09-01
1148434,61698,19200.0, 60 months,13.66,443.38,C,C3,debt_consolidation,2014-11-01
473976,31175,40000.0, 36 months,10.91,1307.85,B,B4,debt_consolidation,2018-02-01
1844612,273816,7600.0, 36 months,13.11,256.48,B,B4,credit_card,2013-05-01
625337,569231,34800.0, 60 months,15.05,828.81,C,C4,home_improvement,2017-07-01
1043724,262803,1500.0, 36 months,17.27,53.69,D,D2,other,2016-03-01
463325,245022,7000.0, 36 months,13.58,237.82,C,C2,credit_card,2018-02-01
1660950,399720,5000.0, 36 months,16.99,178.24,D,D1,house,2017-03-01
261629,232791,3500.0, 36 months,13.33,118.49,C,C3,debt_consolidation,2015-06-01
1089439,443489,15000.0, 36 months,10.78,489.52,B,B4,debt_consolidation,2016-01-01
226557,512348,16000.0, 60 months,12.69,361.52,C,C2,debt_consolidation,2015-07-01
269350,317488,10000.0, 36 months,6.89,308.27,A,A3,credit_card,2015-05-01
1381203,674688,20000.0, 36 months,8.19,628.49,A,A4,credit_card,2018-12-01
1770558,675230,15000.0, 36 months,17.1,535.54,C,C5,other,2013-11-01
152837,393561,10800.0, 36 months,11.53,356.3,B,B5,debt_consolidation,2015-09-01
1696299,418433,13800.0, 36 months,11.44,454.68,B,B4,debt_consolidation,2017-02-01
101288,673714,15000.0, 36 months,5.32,451.73,A,A1,debt_consolidation,2015-10-01
155641,400152,13200.0, 60 months,8.18,268.79,B,B1,debt_consolidation,2015-08-01
1405126,152179,16000.0, 36 months,16.91,569.73,C,C5,other,2018-11-01
1582789,357379,12000.0, 60 months,9.92,254.5,B,B2,debt_consolidation,2018-04-01
929175,591802,21000.0, 36 months,10.42,681.76,B,B3,debt_consolidation,2017-05-01
495709,346889,10000.0, 60 months,10.42,214.55,B,B3,debt_consolidation,2018-01-01
548306,248434,5000.0, 36 months,14.08,171.09,C,C3,debt_consolidation,2017-09-01
535015,230635,10000.0, 36 months,13.59,339.79,C,C2,debt_consolidation,2017-09-01
1526195,515468,17000.0, 36 months,6.19,518.64,A,A2,debt_consolidation,2018-05-01
402224,353888,7825.0, 36 months,13.66,266.15,C,C3,home_improvement,2015-01-01
611440,272353,7800.0, 36 months,9.44,249.64,B,B1,debt_consolidation,2017-08-01
1267098,457520,28500.0, 60 months,16.29,697.47,D,D2,major_purchase,2014-05-01
238301,202124,7175.0, 36 months,13.99,245.19,C,C4,debt_consolidation,2015-07-01
875001,540876,20000.0, 36 months,7.21,619.47,A,A3,credit_card,2018-07-01
9254,314314,12000.0, 60 months,9.76,253.55,B,B3,home_improvement,2015-12-01
342169,669700,12000.0, 36 months,9.17,382.55,B,B2,debt_consolidation,2015-03-01
1445874,383224,12000.0, 60 months,15.02,285.61,C,C3,debt_consolidation,2018-10-01
509587,70716,10000.0, 36 months,10.91,326.97,B,B4,debt_consolidation,2018-01-01
889955,527918,20000.0, 36 months,13.59,679.58,C,C2,debt_consolidation,2017-06-01
1249356,513806,9600.0, 36 months,10.99,314.25,B,B3,debt_consolidation,2014-06-01
163430,574960,5600.0, 36 months,7.89,175.2,A,A5,credit_card,2015-09-01
840977,440025,5000.0, 36 months,11.55,165.0,B,B4,vacation,2018-07-01
1228659,545370,15000.0, 36 months,10.15,485.07,B,B2,debt_consolidation,2014-07-01
1147421,2717,8000.0, 36 months,12.39,267.21,C,C1,other,2014-11-01
1678936,644644,6000.0, 36 months,17.99,216.89,D,D2,debt_consolidation,2017-03-01
1154102,545607,15000.0, 36 months,8.39,472.75,A,A5,debt_consolidation,2014-10-01
476549,353914,17000.0, 60 months,20.0,450.4,D,D4,debt_consolidation,2018-02-01
436914,497929,24000.0, 60 months,15.04,571.47,C,C4,other,2018-03-01
1882232,274159,35000.0, 36 months,12.12,1164.51,B,B3,debt_consolidation,2013-01-01
772584,574960,15000.0, 36 months,6.11,457.08,A,A1,credit_card,2018-09-01
480063,442689,9600.0, 36 months,7.35,297.96,A,A4,debt_consolidation,2018-02-01
2121477,384333,3350.0, 36 months,30.75,143.6,F,F5,debt_consolidation,2017-10-01
785467,560648,4000.0, 36 months,10.47,129.96,B,B2,debt_consolidation,2018-09-01
792989,327456,5000.0, 36 months,10.47,162.45,B,B2,debt_consolidation,2018-08-01
1131873,654848,35000.0, 36 months,8.67,1107.63,B,B1,credit_card,2014-11-01
1195647,647394,21000.0, 60 months,19.52,550.78,E,E2,debt_consolidation,2014-09-01
2077792,340528,12000.0, 36 months,9.93,386.82,B,B2,debt_consolidation,2017-11-01
2101057,651443,12000.0, 60 months,9.44,251.68,B,B1,car,2017-11-01
747388,443299,24200.0, 36 months,19.53,893.58,D,D5,home_improvement,2016-04-01
17055,230583,5000.0, 36 months,6.89,154.14,A,A3,debt_consolidation,2015-12-01
828514,263894,14000.0, 60 months,14.47,329.18,C,C2,debt_consolidation,2018-08-01
1484702,124186,25000.0, 60 months,14.03,582.1,C,C2,debt_consolidation,2018-06-01
20293,218656,10075.0, 60 months,23.99,289.78,F,F3,debt_consolidation,2015-12-01
1133367,440019,16000.0, 36 months,8.67,506.35,B,B1,debt_consolidation,2014-11-01
1476807,464022,13000.0, 36 months,7.84,406.42,A,A4,debt_consolidation,2018-10-01
316233,282362,12950.0, 60 months,19.52,339.65,E,E3,debt_consolidation,2015-04-01
1111606,315944,7000.0, 36 months,6.49,214.52,A,A2,debt_consolidation,2016-01-01
1219014,402620,11075.0, 60 months,15.61,267.04,D,D1,debt_consolidation,2014-08-01
1024480,382396,7500.0, 36 months,6.97,231.48,A,A3,home_improvement,2016-03-01
714437,570305,10800.0, 36 months,9.75,347.22,B,B3,debt_consolidation,2016-05-01
1371867,196301,12000.0, 36 months,10.72,391.28,B,B2,debt_consolidation,2018-12-01
2186258,476882,15000.0, 36 months,10.49,487.47,B,B2,credit_card,2016-12-01
1955674,479701,13000.0, 60 months,15.59,313.31,C,C5,debt_consolidation,2016-09-01
1317524,552326,12000.0, 36 months,12.49,401.39,B,B4,home_improvement,2014-03-01
469430,290020,8000.0, 36 months,6.08,243.67,A,A2,other,2018-02-01
1051662,356837,20000.0, 60 months,13.67,461.96,C,C3,credit_card,2016-03-01
1417209,675774,32000.0, 60 months,13.56,737.31,C,C1,debt_consolidation,2018-11-01
2033960,544890,5000.0, 36 months,12.79,167.97,C,C1,debt_consolidation,2016-07-01
1491655,383457,9525.0, 36 months,17.47,341.83,D,D1,debt_consolidation,2018-06-01
1419209,383059,10000.0, 60 months,16.14,243.93,C,C4,debt_consolidation,2018-11-01
1988203,416427,5000.0, 36 months,13.99,170.87,C,C3,other,2016-08-01
1935049,47304,24000.0, 60 months,21.67,658.36,F,F3,credit_card,2012-02-01
436772,630335,19075.0, 60 months,25.81,568.98,E,E4,debt_consolidation,2018-03-01
889111,534145,15000.0, 36 months,9.93,483.52,B,B2,debt_consolidation,2017-06-01
160144,685773,12000.0, 36 months,10.99,392.81,B,B4,major_purchase,2015-08-01
771079,393204,9000.0, 36 months,12.73,302.08,B,B5,debt_consolidation,2018-09-01
546822,593514,4000.0, 36 months,7.21,123.9,A,A3,other,2017-09-01
1198541,145168,28800.0, 36 months,6.03,876.55,A,A1,debt_consolidation,2014-09-01
1106787,577503,25000.0, 36 months,13.44,847.66,C,C3,debt_consolidation,2016-01-01
396956,419467,12000.0, 60 months,13.66,277.11,C,C3,debt_consolidation,2015-01-01
360414,562030,4800.0, 36 months,11.53,158.36,B,B5,debt_consolidation,2015-02-01
596292,638081,8000.0, 36 months,12.62,268.09,C,C1,debt_consolidation,2017-08-01
3699,230542,10000.0, 36 months,12.88,336.37,C,C2,debt_consolidation,2015-12-01
1649824,658470,15000.0, 36 months,14.11,513.44,D,D1,debt_consolidation,2009-01-01
73726,282103,14400.0, 60 months,18.49,369.52,E,E2,house,2015-11-01
1026260,34765,15000.0, 36 months,5.32,451.73,A,A1,debt_consolidation,2016-03-01
649713,578202,10000.0, 36 months,10.42,324.65,B,B3,other,2017-07-01
2219523,602076,6000.0, 36 months,9.49,192.17,B,B2,home_improvement,2016-11-01
1454564,477672,10000.0, 36 months,8.46,315.5,A,A5,credit_card,2018-10-01
1206494,57497,8000.0, 36 months,16.29,282.41,D,D2,debt_consolidation,2014-08-01
1443286,401732,10800.0, 36 months,15.02,374.5,C,C3,credit_card,2018-10-01
315643,675536,10000.0, 36 months,6.68,307.31,A,A3,home_improvement,2015-04-01
115430,349195,20000.0, 60 months,16.99,496.95,D,D3,debt_consolidation,2015-10-01
874813,60169,10000.0, 36 months,13.56,339.65,C,C1,debt_consolidation,2018-07-01
1937991,544869,9600.0, 36 months,6.62,294.76,A,A2,debt_consolidation,2012-01-01
1787471,559976,23000.0, 36 months,12.99,774.86,B,B4,debt_consolidation,2013-10-01
1421980,600918,12750.0, 36 months,7.02,393.8,A,A2,debt_consolidation,2018-11-01
116515,110127,10000.0, 36 months,9.99,322.63,B,B3,credit_card,2015-10-01
97352,544820,14400.0, 60 months,13.33,330.09,C,C3,debt_consolidation,2015-10-01
212963,522924,13000.0, 60 months,13.33,298.0,C,C3,credit_card,2015-07-01
1718775,630272,16000.0, 36 months,18.99,586.42,D,D3,debt_consolidation,2017-02-01
1629521,264255,10950.0, 36 months,7.29,339.56,A,A4,debt_consolidation,2011-03-01
2024636,272744,12325.0, 36 months,18.99,451.73,D,D3,debt_consolidation,2016-07-01
1055410,274621,35000.0, 60 months,16.29,856.54,D,D1,debt_consolidation,2016-03-01
1859160,315325,3000.0, 36 months,19.72,111.07,D,D5,home_improvement,2013-04-01
1355345,231112,4000.0, 36 months,14.47,137.63,C,C2,debt_consolidation,2018-12-01
1826093,159510,6000.0, 36 months,10.64,195.42,B,B2,debt_consolidation,2013-07-01
1312056,604610,8000.0, 36 months,14.64,275.92,C,C3,debt_consolidation,2014-03-01
1718847,71823,40000.0, 60 months,18.99,1037.41,D,D3,credit_card,2017-01-01
1216774,401243,15000.0, 60 months,18.24,382.87,D,D5,other,2014-08-01
1387140,479701,22000.0, 60 months,16.14,536.64,C,C4,debt_consolidation,2018-12-01
1145728,376864,9600.0, 36 months,8.19,301.68,A,A5,credit_card,2014-11-01
1588153,457351,15000.0, 36 months,7.34,465.5,A,A4,debt_consolidation,2018-04-01
1771195,308022,7000.0, 36 months,14.3,240.27,C,C1,debt_consolidation,2013-11-01
844859,271761,1000.0, 36 months,16.14,35.23,C,C4,credit_card,2018-07-01
70012,110407,8000.0, 36 months,10.99,261.88,B,B4,credit_card,2015-11-01
1917922,514773,5000.0, 36 months,6.62,153.52,A,A2,car,2012-07-01
1449900,197751,20000.0, 36 months,12.73,671.29,B,B5,credit_card,2018-10-01
227299,480361,6600.0, 36 months,13.99,225.55,C,C4,home_improvement,2015-07-01
523819,321051,9600.0, 36 months,10.42,311.67,B,B3,debt_consolidation,2018-01-01
1374836,565704,15000.0, 36 months,15.02,520.13,C,C3,debt_consolidation,2018-12-01
453510,198467,40000.0, 60 months,16.01,972.94,C,C5,debt_consolidation,2018-03-01
326019,458593,12500.0, 60 months,15.61,301.4,D,D1,debt_consolidation,2015-04-01
1871579,464588,12000.0, 60 months,17.27,299.98,C,C5,debt_consolidation,2013-03-01
1035198,124125,20400.0, 36 months,8.39,642.94,B,B1,debt_consolidation,2016-03-01
2010778,627634,16000.0, 60 months,12.79,362.34,C,C1,debt_consolidation,2016-07-01
1474728,480675,10000.0, 36 months,11.55,330.0,B,B4,credit_card,2018-10-01
1034947,603830,15000.0, 36 months,11.47,494.43,B,B5,debt_consolidation,2016-03-01
2241827,578640,1000.0, 36 months,12.79,33.6,C,C1,other,2016-10-01
1776541,653308,35000.0, 36 months,9.67,1123.94,B,B1,debt_consolidation,2013-11-01
797623,566543,10000.0, 60 months,19.92,264.5,D,D3,debt_consolidation,2018-08-01
2195899,214920,18000.0, 36 months,10.49,584.96,B,B2,home_improvement,2016-11-01
211604,602059,6000.0, 36 months,12.29,200.12,C,C1,medical,2015-07-01
937420,464082,24350.0, 36 months,16.02,856.32,C,C5,debt_consolidation,2017-05-01
2065491,521848,25000.0, 60 months,14.08,582.75,C,C3,debt_consolidation,2017-12-01
759088,439337,17000.0, 60 months,10.08,361.87,B,B1,debt_consolidation,2018-09-01
2046378,401874,16000.0, 60 months,25.82,477.35,E,E4,debt_consolidation,2017-12-01
960005,401401,25000.0, 60 months,16.99,621.18,D,D1,debt_consolidation,2017-04-01
1404359,441326,20000.0, 36 months,11.8,662.38,B,B4,major_purchase,2018-11-01
950405,67421,35000.0, 60 months,14.99,832.47,C,C4,debt_consolidation,2017-05-01
1162261,356464,14000.0, 36 months,13.98,478.36,C,C3,debt_consolidation,2014-10-01
2006654,580892,4800.0, 36 months,12.79,161.25,C,C1,other,2016-07-01
1603752,512477,10000.0, 36 months,6.07,304.54,A,A2,debt_consolidation,2018-04-01
1368180,314314,30000.0, 60 months,14.47,705.38,C,C2,debt_consolidation,2018-12-01
1620981,277522,9000.0, 36 months,7.49,279.92,A,A4,debt_consolidation,2011-08-01
1001150,602865,21000.0, 36 months,6.97,648.14,A,A3,credit_card,2016-03-01
297454,676415,31000.0, 36 months,13.33,1049.45,C,C3,debt_consolidation,2015-05-01
645765,479991,10000.0, 36 months,9.44,320.05,B,B1,debt_consolidation,2017-07-01
709735,164675,32000.0, 60 months,11.99,711.67,C,C1,debt_consolidation,2016-04-01
1977074,211328,3675.0, 36 months,13.99,125.59,C,C3,major_purchase,2016-08-01
648038,122769,12000.0, 36 months,9.93,386.82,B,B2,credit_card,2017-07-01
840265,427515,25000.0, 60 months,19.92,661.24,D,D3,debt_consolidation,2018-07-01
1337904,544851,17600.0, 60 months,17.57,442.82,D,D2,debt_consolidation,2014-01-01
2222350,576980,21050.0, 36 months,15.99,739.96,C,C5,credit_card,2016-11-01
1619233,570445,24000.0, 60 months,16.77,490.88,D,D2,debt_consolidation,2011-09-01
1778157,137632,35000.0, 60 months,24.08,1008.51,F,F2,credit_card,2013-11-01
1125175,358481,8150.0, 36 months,12.39,272.22,C,C1,debt_consolidation,2014-12-01
62988,628014,15000.0, 36 months,11.49,494.57,B,B5,debt_consolidation,2015-11-01
1717902,566485,7500.0, 36 months,7.49,233.27,A,A4,credit_card,2017-02-01
729811,452831,6625.0, 36 months,12.99,223.2,C,C2,debt_consolidation,2016-04-01
487320,171047,20000.0, 36 months,9.93,644.69,B,B2,debt_consolidation,2018-02-01
1812503,602547,28000.0, 36 months,8.9,889.09,A,A5,debt_consolidation,2013-08-01
1638822,606215,24250.0, 60 months,13.98,496.56,C,C3,medical,2010-08-01
851093,547528,5000.0, 36 months,12.73,167.83,B,B5,major_purchase,2018-07-01
903183,553113,21000.0, 36 months,11.99,697.41,B,B5,debt_consolidation,2017-06-01
382713,574876,10000.0, 36 months,11.44,329.48,B,B4,debt_consolidation,2015-02-01
270496,411419,5000.0, 36 months,5.32,150.58,A,A1,credit_card,2015-05-01
340553,399853,8000.0, 36 months,11.53,263.93,B,B5,credit_card,2015-03-01
1752837,602985,20000.0, 60 months,16.24,488.92,C,C5,credit_card,2013-12-01
100476,470318,10000.0, 36 months,5.32,301.15,A,A1,major_purchase,2015-10-01
315192,572045,35000.0, 36 months,9.17,1115.77,B,B2,credit_card,2015-04-01
1355415,678930,15000.0, 60 months,14.47,352.69,C,C2,credit_card,2018-12-01
1899964,499934,20250.0, 36 months,11.14,664.31,B,B2,credit_card,2012-10-01
1184328,477849,6000.0, 36 months,13.35,203.18,C,C2,debt_consolidation,2014-10-01
868419,4744,30000.0, 60 months,12.73,678.46,B,B5,small_business,2018-07-01
1145045,520408,10000.0, 60 months,12.39,224.43,C,C1,debt_consolidation,2014-11-01
876790,487601,10000.0, 60 months,7.46,200.19,A,A4,debt_consolidation,2018-07-01
344322,6992,19200.0, 60 months,10.99,417.36,B,B4,home_improvement,2015-03-01
1740341,432375,6000.0, 36 months,12.74,201.42,C,C1,other,2017-01-01
859877,493410,16000.0, 36 months,15.02,554.81,C,C3,credit_card,2018-07-01
405416,259812,4000.0, 36 months,12.39,133.61,C,C1,debt_consolidation,2015-01-01
2042989,411732,14400.0, 60 months,10.42,308.95,B,B3,credit_card,2017-12-01
1651611,70684,3000.0, 36 months,7.75,93.67,A,A3,home_improvement,2007-08-01
1783277,336810,9000.0, 36 months,14.3,308.92,C,C1,credit_card,2013-10-01
1848781,360377,15000.0, 36 months,8.9,476.3,A,A5,debt_consolidation,2013-05-01
866864,546576,12000.0, 60 months,12.73,271.39,B,B5,credit_card,2018-07-01
1228725,578236,30000.0, 60 months,16.29,734.18,D,D2,debt_consolidation,2014-07-01
769580,603687,40000.0, 60 months,13.56,921.64,C,C1,credit_card,2018-09-01
473603,167500,6200.0, 36 months,10.91,202.72,B,B4,credit_card,2018-02-01
995744,675363,7000.0, 36 months,5.32,210.81,A,A1,credit_card,2016-03-01
1479680,161435,14925.0, 60 months,26.31,449.61,E,E4,credit_card,2018-10-01
234997,203762,2100.0, 36 months,16.55,74.41,D,D2,debt_consolidation,2015-07-01
1249339,178762,28000.0, 36 months,9.17,892.61,B,B1,debt_consolidation,2014-06-01
1015883,314844,6025.0, 36 months,10.75,196.54,B,B4,debt_consolidation,2016-03-01
1672678,652402,14400.0, 60 months,7.99,291.92,A,A5,debt_consolidation,2017-03-01
1731297,230561,10000.0, 60 months,13.99,232.64,C,C3,debt_consolidation,2017-01-01
355199,557197,10000.0, 36 months,6.68,307.31,A,A3,debt_consolidation,2015-03-01
1485348,177290,25000.0, 60 months,9.58,526.03,B,B1,credit_card,2018-06-01
2103986,491673,15000.0, 36 months,12.62,502.67,C,C1,credit_card,2017-11-01
1773467,315998,18000.0, 60 months,21.7,494.08,E,E2,debt_consolidation,2013-11-01
1809814,574919,26750.0, 60 months,14.33,627.02,C,C2,debt_consolidation,2013-08-01
1416132,602975,12000.0, 36 months,13.56,407.58,C,C1,debt_consolidation,2018-11-01
1199697,454868,8000.0, 36 months,16.29,282.41,D,D2,debt_consolidation,2014-09-01
